version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2916693,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,新芝加哥（上盘）,,upper,,平手/半球,0,0.93,,,,,team;side;line;water
V3,2916698,LINE_CHANGED,line,不投,不投,无，不投,无，不投,,,,半球,0,0,,,,,line
V3,2933154,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,花刺子模乌尔根奇（上盘）,,upper,,半球,0,1.01,,,,,team;side;line;water
V3,2940187,LINE_CHANGED,line,不投,不投,无，不投,无，不投,,,,半球/一球,0,0,,,,,line
V3,2940188,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,库亚巴（上盘）,,upper,,半球,0,1.04,,,,,team;side;line;water
V3,2962638,DIRECTION_OR_ACTION_CHANGED,"side,line",不投,不投,无，不投,无，不投,,upper,,平手/半球,0,0,,,,,side;line
V3,2962639,DIRECTION_OR_ACTION_CHANGED,"side,line",不投,不投,无，不投,无，不投,,upper,,平手/半球,0,0,,,,,side;line
V3,2962645,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,拉努斯（反向=上盘）,,upper,,平手/半球,0,0.82,,,,,team;side;line;water
V3,2971092,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2971094,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2971096,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2971097,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2971098,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2998120,DIRECTION_OR_ACTION_CHANGED,"side,line",不投,不投,无，不投,无，不投,,upper,,平手/半球,0,0,,,,,side;line
V3,3012196,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,卡达根拿（上盘）,,upper,,半球/一球,0,0.93,,,,,team;side;line;water
V3,3012197,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,波哥塔（反向=上盘）,,upper,,半球,0,0.8,,,,,team;side;line;water
V3,3012198,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,索阿查（上盘）,,upper,,平手/半球,0,0.9,,,,,team;side;line;water
V3,3017162,LINE_CHANGED,line,不投,不投,无，不投,无，不投,,,,半球,0,0,,,,,line
V3,3017165,DIRECTION_OR_ACTION_CHANGED,"action,team,side,line,water",不投,可投,无，不投,FC蒙塔纳（反向=上盘）,,upper,,半球,0,0.82,,,,,action;team;side;line;water
