version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3000075,2026-09-19,日职乙,札幌冈萨多 vs 大分三神,,neutral,,,,1-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,d95ea22064f58d19c983,RUN_20260919_083825,v4-market-dirichlet-20260913,2026-09-19T08:38:25+08:00,2026-09-19T08:38:25+08:00,2026-09-19T13:00:00+08:00,4.36,False,False,False
V4_SHADOW,2956826,2026-09-19,日职女甲,静冈产大女足 vs 横滨海鸥女足,,,,,,0-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,18381754f8a9eb2937e7,RUN_20260919_083825,v4-market-dirichlet-20260913,2026-09-19T08:38:25+08:00,2026-09-19T08:38:25+08:00,2026-09-19T13:00:00+08:00,4.36,False,False,False
V4_SHADOW,3090722,2026-09-19,澳维超,欧克莱卡诺 vs 艾云达尔,欧克莱卡诺,giving,-0.25,0.97,N,0-0,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,SETTLED,41acddbb5a161035c6c2,RUN_20260919_083825,v4-market-dirichlet-20260913,2026-09-19T08:38:25+08:00,2026-09-19T08:38:25+08:00,2026-09-19T13:30:00+08:00,4.86,False,True,False
V4_SHADOW,3092760,2026-09-19,日地区联,新日本制铁 vs 卡诺亚足球俱乐部,,,,,,2-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,3cb9d4da806e1a4c98ea,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T13:30:00+08:00,-10.878,False,False,False
V4_SHADOW,2956827,2026-09-19,日职女甲,播磨阿尔比恩女足 vs NGU名古屋女足,,,,,,1-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,fb4a00c3942f91d19e64,RUN_20260919_083825,v4-market-dirichlet-20260913,2026-09-19T08:38:25+08:00,2026-09-19T08:38:25+08:00,2026-09-19T14:00:00+08:00,5.36,False,False,False
V4_SHADOW,3092291,2026-09-19,印西隆联,米利姆SC vs 博克赛,,,,,,5-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,e053e21ad83e50b09a81,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T14:45:00+08:00,-9.628,False,False,False
V4_SHADOW,3086963,2026-09-19,女日联杯,伊分埼玉女足 vs 东京绿茵女足,伊分埼玉女足,receiving,1.25,0.76,N,0-1,-1,HW,0.38,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,SETTLED,c5b9c25cddee458cb8d2,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:00:00+08:00,-9.378,False,False,False
V4_SHADOW,3092598,2026-09-19,南非女联,斯泰伦博斯女足 vs 西开普大学女足,,,,,,0-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,9b63e9687f1f6550d93a,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:00:00+08:00,-9.378,False,False,False
V4_SHADOW,2929729,2026-09-19,韩K联,富川FC vs 金泉尚武,,,,,,0-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,7c68892444c155fca264,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,2925534,2026-09-19,韩K2联,忠南牙山 vs 天安城,天安城,receiving,0.25,1.03,C,3-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,SETTLED,22666b7f14dd6211f73c,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,2925535,2026-09-19,韩K2联,全南天龙 vs 水原FC,全南天龙,receiving,0.5,0.98,N,0-3,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,SETTLED,4e13e64167b552e8e8e3,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,3091327,2026-09-19,澳西超,阿马达尔 vs 尼兰西澳洲大学,尼兰西澳洲大学,receiving,0.5,1.04,C,3-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,SETTLED,1a8a6706888f1a69330a,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,3092724,2026-09-19,以U19,彼达迪华马卡比U19 vs 哈迪拉U19,,neutral,,,,0-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,46c866136d5f511551b8,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,3092570,2026-09-19,北马U19,华达U19 vs 斯肯迪加U19,,neutral,,,,3-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,4beb65ba46233bd31cba,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T15:30:00+08:00,-8.878,False,False,False
V4_SHADOW,3087142,2026-09-19,中乙,山西崇德荣海 vs 贵州贵阳竞技,,,,,,1-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,71de12ffeeecbc6df330,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T16:00:00+08:00,-8.378,False,False,False
V4_SHADOW,3087670,2026-09-19,中乙降A,上海赛更达 vs 湖北青年星,,,,,,0-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,8ec5c74ff3a8b0fbecda,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T16:00:00+08:00,-8.378,False,False,False
V4_SHADOW,3087671,2026-09-19,中乙降A,大连英博B队 vs 广州蒲公英,,,,,,1-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,cd86116a34ac4b785f08,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T16:00:00+08:00,-8.378,False,False,False
V4_SHADOW,3090305,2026-09-19,斯伐丙,拉斯拉维采 vs 斯拉维亚克思雀,,,,,,2-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,26914ebd18ced966ae28,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T16:00:00+08:00,-8.378,False,False,False
V4_SHADOW,3090718,2026-09-19,高级银牌,沙田 vs 理文,,,,,,0-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260920\20260920_083910_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,7cbcc6b35304d5f701b7,RUN_20260920_003009,v4-market-dirichlet-20260913,2026-09-19T14:07:56+08:00,2026-09-20T00:22:41+08:00,2026-09-19T16:00:00+08:00,-8.378,False,False,False
