version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2908801,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,2908802,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,无，不投,圣地亚哥（下盘）,,lower,一球/球半,一球/球半,0,1.06,,,,,team;side;water
V3,2910897,WATER_CHANGED,water,不投,不投,巴拉纳竞技（上盘）,巴拉纳竞技（上盘）,upper,upper,平手/半球,平手/半球,0.88,0.98,,,,,water
V3,2910899,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,弗鲁米嫩塞（下盘）,科林蒂安（反向=上盘）,lower,upper,平手/半球,平手/半球,1.03,0.81,,,,,team;side;water
V3,2910900,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,布拉干蒂诺RB（下盘）,弗拉门戈（上盘）,lower,upper,一球/球半,球半,1.03,0.99,,,,,team;side;line;water
V3,2910901,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,格雷米奥（下盘）,无，不投,lower,,半球,半球,1.02,0,,,,,team;side;water
V3,2910906,WATER_CHANGED,water,不投,不投,克鲁塞罗（上盘）,克鲁塞罗（上盘）,upper,upper,平手/半球,平手/半球,1.07,1.02,,,,,water
V3,2912276,UNCHANGED,,不投,不投,无，不投,无，不投,,,球半,球半,0,0,,,,,UNCHANGED
V3,2912277,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球,一球,0,0,,,,,UNCHANGED
V3,2912278,UNCHANGED,,可投,可投,索尔纳（反向=上盘）,索尔纳（反向=上盘）,upper,upper,平手/半球,平手/半球,0.84,0.84,,,,,UNCHANGED
V3,2912279,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2912280,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,哥德堡盖斯（反向=上盘）,无，不投,upper,,平手,平手,0.85,0,,,,,team;side;water
V3,2912898,WATER_CHANGED,water,不投,不投,布兰（反向=下盘）,布兰（反向=下盘）,lower,lower,一球,一球,0.88,0.97,,,,,water
V3,2912901,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,斯达（反向=下盘）,桑德菲杰（反向=上盘）,lower,upper,半球,平手/半球,0.87,0.86,,,,,team;side;line;water
V3,2912903,WATER_CHANGED,water,不投,不投,汉坎（反向=下盘）,汉坎（反向=下盘）,lower,lower,一球/球半,一球/球半,0.81,0.99,,,,,water
V3,2912904,UNCHANGED,,可投,可投,腓特烈斯塔（反向=下盘）,腓特烈斯塔（反向=下盘）,lower,lower,半球,半球,0.9,0.9,,,,,UNCHANGED
V3,2912905,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,利勒斯特罗姆（反向=下盘）,维京（反向=上盘）,lower,upper,球半,球半,0.85,0.84,,,,,action;team;side;water
V3,2913147,DIRECTION_OR_ACTION_CHANGED,"action,line,water",不投,可投,斯托曼（反向=下盘）,斯托曼（反向=下盘）,lower,lower,球半/两球,球半,0.79,0.97,,,,,action;line;water
V3,2913148,DIRECTION_OR_ACTION_CHANGED,"action,line,water",不投,可投,禾特（反向=下盘）,禾特（反向=下盘）,lower,lower,两球,球半/两球,0.8,0.97,,,,,action;line;water
V3,2913149,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,利恩（反向=上盘）,无，不投,upper,,半球/一球,半球/一球,0.75,0,,,,,team;side;water
V3,2913150,DIRECTION_OR_ACTION_CHANGED,"action,team,side,line,water",不投,可投,无，不投,埃格尔森德（反向=下盘）,,lower,半球/一球,半球,0,0.99,,,,,action;team;side;line;water
V3,2913151,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,无，不投,斯托姆加斯特（反向=上盘）,,upper,球半/两球,球半/两球,0,0.82,,,,,action;team;side;water
V3,2913152,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2913153,DIRECTION_OR_ACTION_CHANGED,"action,line,water",不投,可投,斯塔贝克（反向=上盘）,斯塔贝克（反向=上盘）,upper,upper,一球/球半,球半,0.68,0.84,,,,,action;line;water
V3,2913343,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913347,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913348,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913526,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913528,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913529,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913530,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2913531,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2914704,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2914709,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,2916682,WATER_CHANGED,water,不投,不投,卡洛斯卡萨雷斯农业（反向=上盘）,卡洛斯卡萨雷斯农业（反向=上盘）,upper,upper,平手/半球,平手/半球,0.8,0.82,,,,,water
V3,2916684,WATER_CHANGED,water,不投,不投,北索尔塔中央（上盘）,北索尔塔中央（上盘）,upper,upper,平手/半球,平手/半球,0.99,1.01,,,,,water
V3,2916686,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,查克佛伊维（上盘）,无，不投,upper,,半球,半球,0.96,0,,,,,team;side;water
V3,2916687,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,无，不投,米德兰（反向=上盘）,,upper,平手,平手,0,0.72,,,,,team;side;water
V3,2916688,DIRECTION_OR_ACTION_CHANGED,"team,line,water",不投,不投,科隆竞技（反向=上盘）,科隆竞技（上盘）,upper,upper,半球,半球/一球,0.76,1.06,,,,,team;line;water
V3,2916689,WATER_CHANGED,water,不投,不投,玛德恩（反向=上盘）,玛德恩（反向=上盘）,upper,upper,半球/一球,半球/一球,0.84,0.82,,,,,water
V3,2916690,WATER_CHANGED,water,不投,不投,迈普（上盘）,迈普（上盘）,upper,upper,半球,半球,0.96,1,,,,,water
V3,2916691,DIRECTION_OR_ACTION_CHANGED,"team,line,water",不投,不投,无，不投,玛伦（上盘）,upper,upper,半球,平手/半球,0,0.92,,,,,team;line;water
V3,2916694,LINE_CHANGED,"line,water",不投,不投,圣胡安圣马丁（上盘）,圣胡安圣马丁（上盘）,upper,upper,半球/一球,半球,1.01,0.94,,,,,line;water
V3,2925538,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,半球,半球,0.92,0.92,,,,,UNCHANGED
V3,2925539,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0.96,0.96,,,,,UNCHANGED
V3,2925540,UNCHANGED,,不投,不投,金海（反向=上盘）,金海（反向=上盘）,upper,upper,平手,平手,0.77,0.77,,,,,UNCHANGED
V3,2925541,UNCHANGED,,不投,不投,华城FC（反向=上盘）,华城FC（反向=上盘）,upper,upper,平手,平手,0.77,0.77,,,,,UNCHANGED
V3,2929731,UNCHANGED,,可投,可投,江原FC（反向=上盘）,江原FC（反向=上盘）,upper,upper,平手/半球,平手/半球,0.84,0.84,,,,,UNCHANGED
V3,2929732,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,2929733,UNCHANGED,,可投,可投,大田市民（反向=上盘）,大田市民（反向=上盘）,upper,upper,平手,平手,0.83,0.83,,,,,UNCHANGED
V3,2929734,UNCHANGED,,不投,不投,FC首尔（反向=上盘）,FC首尔（反向=上盘）,upper,upper,半球,半球,0.85,0.85,,,,,UNCHANGED
V3,2933147,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2933149,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,费尔干纳夫兹（上盘）,,upper,,平手/半球,0,0.86,,,,,team;side;line;water
V3,2933152,DIRECTION_OR_ACTION_CHANGED,"side,line",不投,不投,无，不投,无，不投,,upper,,平手,0,0,,,,,side;line
V3,2933153,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2934806,DIRECTION_OR_ACTION_CHANGED,"team,water",不投,不投,弗朗德里亚（反向=上盘）,弗朗德里亚（上盘）,upper,upper,平手,平手,0.71,0.93,,,,,team;water
V3,2934808,WATER_CHANGED,water,不投,不投,多科苏德体育会（上盘）,多科苏德体育会（上盘）,upper,upper,平手/半球,平手/半球,0.89,0.99,,,,,water
V3,2934809,WATER_CHANGED,water,不投,不投,利涅尔斯（反向=上盘）,利涅尔斯（反向=上盘）,upper,upper,平手/半球,平手/半球,0.84,0.81,,,,,water
V3,2934815,WATER_CHANGED,water,不投,不投,埃斯卡拉达（上盘）,埃斯卡拉达（上盘）,upper,upper,半球,半球,0.92,1,,,,,water
V3,2940189,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,2940190,WATER_CHANGED,water,不投,不投,福塔雷萨（上盘）,福塔雷萨（上盘）,upper,upper,平手,平手,0.81,0.83,,,,,water
V3,2940191,UNCHANGED,,不投,不投,无，不投,无，不投,,,球半,球半,0,0,,,,,UNCHANGED
V3,2940754,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2940755,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2942622,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2942628,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,2942629,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,2955386,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2962640,DIRECTION_OR_ACTION_CHANGED,"team,line,water",不投,不投,贝尔格拉诺（上盘）,贝尔格拉诺（反向=上盘）,upper,upper,一球/球半,一球,1.08,0.76,,,,,team;line;water
V3,2962646,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,普拉腾斯（反向=上盘）,无，不投,upper,,平手/半球,平手/半球,0.84,0,,,,,team;side;water
V3,2962652,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2971093,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2971095,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2993795,DIRECTION_OR_ACTION_CHANGED,"action,team,water",可投,不投,AC米兰（上盘）,无，不投,upper,upper,球半/两球,球半/两球,1.01,0.96,,,,,action;team;water
V3,2993798,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2993799,UNCHANGED,,可投,可投,科莫（上盘）,科莫（上盘）,upper,upper,一球/球半,一球/球半,1.05,1.05,,,,,UNCHANGED
V3,2993800,WATER_CHANGED,water,可投,可投,尤文图斯（上盘）,尤文图斯（上盘）,upper,upper,半球/一球,半球/一球,0.91,0.93,,,,,water
V3,2993802,UNCHANGED,,可投,可投,热那亚（反向=上盘）,热那亚（反向=上盘）,upper,upper,平手,平手,0.78,0.78,,,,,UNCHANGED
V3,2995345,UNCHANGED,,可投,可投,布雷斯特（反向=上盘）,布雷斯特（反向=上盘）,upper,upper,平手,平手,0.79,0.79,,,,,UNCHANGED
V3,2995349,DIRECTION_OR_ACTION_CHANGED,"action,team,side,line,water",可投,不投,里尔（上盘）,无，不投,upper,,半球,平手/半球,1.03,0,,,,,action;team;side;line;water
V3,2995352,DIRECTION_OR_ACTION_CHANGED,"action,team,line,water",可投,不投,巴黎圣日耳曼（上盘）,无，不投,upper,upper,球半,一球/球半,1.01,0.92,,,,,action;team;line;water
V3,2996157,UNCHANGED,,不投,不投,乌德勒支（反向=下盘）,乌德勒支（反向=下盘）,lower,lower,球半/两球,球半/两球,0.94,0.94,,,,,UNCHANGED
V3,2996158,UNCHANGED,,不投,不投,特尔斯达（反向=下盘）,特尔斯达（反向=下盘）,lower,lower,两球,两球,0.89,0.89,,,,,UNCHANGED
V3,2996159,LINE_CHANGED,line,可投,可投,前进之鹰（反向=下盘）,前进之鹰（反向=下盘）,lower,lower,半球,平手/半球,0.96,0.96,,,,,line
V3,2996160,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2996473,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
