version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2934821,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2934823,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2940202,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球,一球,0,0,,,,,UNCHANGED
V3,2940204,UNCHANGED,,不投,不投,维拉诺瓦（反向=上盘）,维拉诺瓦（反向=上盘）,upper,upper,半球/一球,半球/一球,0.82,0.82,,,,,UNCHANGED
V3,2942632,UNCHANGED,,可投,可投,塔尔萨FC（下盘）,塔尔萨FC（下盘）,lower,lower,半球,半球,0.98,0.98,,,,,UNCHANGED
V3,2942633,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,路易斯维尔FC（上盘）,,upper,平手/半球,平手,0,0.82,,,,,team;side;line;water
V3,2942642,UNCHANGED,,可投,可投,运动Jax（下盘）,运动Jax（下盘）,lower,lower,平手/半球,平手/半球,0.99,0.99,,,,,UNCHANGED
V3,2951575,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2996476,UNCHANGED,,可投,可投,阿尔梅勒城（反向=上盘）,阿尔梅勒城（反向=上盘）,upper,upper,平手/半球,平手/半球,0.83,0.83,,,,,UNCHANGED
V3,3000996,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,加蓬（反向=下盘）,摩洛哥（反向=上盘）,lower,upper,两球,两球,0.84,0.75,,,,,action;team;side;water
V3,3000997,UNCHANGED,,不投,不投,莱索托（反向=下盘）,莱索托（反向=下盘）,lower,lower,半球/一球,半球/一球,0.88,0.88,,,,,UNCHANGED
V3,3001008,UNCHANGED,,可投,可投,马拉维（反向=上盘）,马拉维（反向=上盘）,upper,upper,半球/一球,半球/一球,0.8,0.8,,,,,UNCHANGED
V3,3001009,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,安哥拉（反向=下盘）,埃及（反向=上盘）,lower,upper,一球/球半,一球/球半,0.8,0.79,,,,,action;team;side;water
