version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3049661,2026-09-22,亚运男足,菲律宾U23(中) vs 科威特U23,菲律宾U23(中),receiving,1.0,0.82,N,2-1,-1,W,0.82,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,5cb0ce8665d0f4b85a25,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T13:00:00+08:00,5.339,False,True,False
V4_SHADOW,3049662,2026-09-22,亚运男足,越南U23(中) vs 乌兹别克斯坦U23,乌兹别克斯坦U23,giving,-0.75,0.87,N,0-2,-1,W,0.87,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,035b191c294ac3c4d4de,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T13:00:00+08:00,5.339,False,True,False
V4_SHADOW,3049669,2026-09-22,亚运男足,韩国U23(中) vs 沙特阿拉伯U23,沙特阿拉伯U23,receiving,1.25,1.02,N,2-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,2ad86edc625cfe53732e,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T18:00:00+08:00,10.339,False,True,False
V4_SHADOW,3056300,2026-09-22,葡U23,辛达卡拉U23 vs 波蒂蒙尼斯U23,,neutral,,,,0-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,8866095948baee6f3ada,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T19:00:00+08:00,11.339,False,False,False
V4_SHADOW,3059196,2026-09-22,英乙U21,查尔顿U21 vs 谢菲尔德联队U21,,,,,,3-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,fa1a86e8e420d57dc1e0,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T20:00:00+08:00,12.339,False,False,False
V4_SHADOW,3059197,2026-09-22,英乙U21,维冈竞技U21 vs 考文垂U21,考文垂U21,receiving,0.25,0.7,N,2-2,-1,HW,0.35,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,e2b33f083ff9a7b859d3,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T20:00:00+08:00,12.339,False,True,False
V4_SHADOW,3046423,2026-09-22,罗乙,达姆布雷维塔 vs 斯克拉雷西塔,,neutral,,,,0-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,da471b0188aef92fd5e8,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T22:30:00+08:00,14.839,False,False,False
V4_SHADOW,3092788,2026-09-22,阿联杯,奥鲁巴 vs 城市俱乐部,,neutral,,,,1-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,f98a919d6521f769b8bf,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-22T22:40:00+08:00,15.006,False,False,False
V4_SHADOW,3056292,2026-09-22,葡U23,维塞乌U23 vs 埃斯托里尔U23,埃斯托里尔U23,receiving,0.5,0.8,N,1-1,-1,W,0.8,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,2ddf83fbd1e164730770,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T00:00:00+08:00,16.339,False,True,False
V4_SHADOW,3092348,2026-09-22,欧女杯,拜仁慕尼黑女足 vs 曼彻斯特城女足,曼彻斯特城女足,receiving,0.5,0.79,N,2-2,-1,W,0.79,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,8314979847cefb4360fd,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T00:45:00+08:00,17.089,False,True,False
V4_SHADOW,3092349,2026-09-22,欧女杯,国际米兰女足 vs 赫根女足,,neutral,,,,1-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,3ec125137c0d5445c129,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T00:45:00+08:00,17.089,False,False,False
