version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3013707,2026-09-20,西甲,赫塔菲 vs 马拉加,赫塔菲,giving,-0.5,1.05,C,1-0,-1,W,1.05,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,SETTLED,f39b8c9fa38bcc58aba4,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,True,False
V4_SHADOW,3014086,2026-09-20,西乙,萨瓦德尔 vs 皇家奥维耶多,皇家奥维耶多,receiving,0.25,0.86,N,3-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,SETTLED,f32a2eaaff00079759cf,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,True,False
V4_SHADOW,3000824,2026-09-20,瑞士超,瓦杜兹 vs 图恩,,,,,,1-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,6c5f77537afc4f576dbb,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
V4_SHADOW,2912277,2026-09-20,瑞典超,尤尔加登 vs 埃尔夫斯堡,埃尔夫斯堡,receiving,1.0,1.01,C,1-2,-1,W,1.01,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,SETTLED,d47b9de8d0829399ec19,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,True,False
V4_SHADOW,3026470,2026-09-20,德地区东北,耶拿 vs 莱比锡火车头,,,,,,1-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,a9808b9e119062fd8ecc,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
V4_SHADOW,3043385,2026-09-20,德地区北,诺德施泰特 vs 云达不莱梅业余队,,,,,,2-5,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,563274645ff52add03bf,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
V4_SHADOW,2913526,2026-09-20,挪乙,格鲁德 vs 卡积沙斯,,,,,,3-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,e8e7275870d5fdbdf7f1,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
V4_SHADOW,2998248,2026-09-20,丹麦超,布隆德比 vs 哥本哈根,布隆德比,receiving,0.25,0.95,N,0-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,SETTLED,acdbbdb5e52bb3b04993,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,True,False
V4_SHADOW,2998252,2026-09-20,丹麦超,桑德捷斯基 vs 兰讷斯,,,,,,4-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,632d526a98bb2c7fff3c,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
V4_SHADOW,2998116,2026-09-20,丹麦甲,奥尔堡 vs 文德斯尔,,neutral,,,,2-2,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260921\20260921_081936_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,2c7355ad204feaa0dbac,RUN_20260920_083909,v4-market-dirichlet-20260913,2026-09-20T08:39:10+08:00,2026-09-20T08:39:10+08:00,2026-09-20T20:00:00+08:00,11.347,False,False,False
