match_id,list_date,kickoff,kickoff_at,model_id,model_version,side_mapping_version,run_id,decision_at,quote_at,last_confirmed_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,parent_decision_id,monitoring_bucket,prior_snapshot_id,market,competition,analysis_status,grade,rank,reason_codes,decision_id,started_lock,real_money,normalized_intent,intent_source,candidate_side,candidate_team,candidate_water,candidate_handicap,reverse_team,reverse_side,reverse_water,selected_team,selected_side,selected_handicap_signed,selected_water_hk,probabilities,ev_mean,ev_p05,ev_p10,ev_p50,ev_p90,ev_p95,p_ev_positive,diagnostic_giving,diagnostic_receiving,direction_rule_version,score,result,pnl_1u,settlement_status,result_state,result_source,settlement_updated_at,settlement
3093695,2026-09-21,2026-09-21T14:45:00+08:00,2026-09-21T14:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.408,6.423,False,False,3e8ce58c322a83763189,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""农格特伊迈SC"", ""away_team"": ""马尔基SC"", ""competition"": ""印西隆联"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",印西隆联,NOT_PREMATCH,,,"[""STARTED_DECISION_LOCKED""]",0c9dfcb7c3ec4ad65593,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088010,2026-09-21,2026-09-21T15:00:00+08:00,2026-09-21T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.658,6.673,False,True,c306459c7a8509846ebe,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""孟加拉国女足(中)"", ""away_team"": ""缅甸女足"", ""competition"": ""亚运女足"", ""home_handicap_signed"": -1.0, ""away_handicap_signed"": 1.0, ""home_water_hk"": 0.58, ""away_water_hk"": 1.13, ""titan_home_handicap_signed"": -1.0, ""titan_away_handicap_signed"": 1.0, ""giving_team"": ""缅甸女足"", ""receiving_team"": ""孟加拉国女足(中)"", ""giving_water"": 1.13, ""receiving_water"": 0.58, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",亚运女足,FROZEN_PREMATCH_DECISION,N,,"[""STARTED_DECISION_LOCKED""]",4a8f092e63731d7fea6c,True,False,诱上/阻下,MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_RESISTANCE,receiving,孟加拉国女足(中),0.58,1.0,缅甸女足,giving,1.13,孟加拉国女足(中),receiving,1.0,0.58,"{""W"": 0.42105263157894735, ""HW"": 0.0, ""P"": 0.2236842105263158, ""HL"": 0.0, ""L"": 0.35526315789473684}",-0.1110526315789474,-0.24119934697728654,-0.21418673383769454,-0.10889253259454137,-0.00943854312330955,0.018860632656937937,0.0812,"{""team"": ""缅甸女足"", ""water"": 1.13, ""EV_mean"": -0.019605263157894737, ""EV_p10"": -0.15243921029956908, ""P_EV_gt_0"": 0.4314, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""孟加拉国女足(中)"", ""water"": 0.58, ""EV_mean"": -0.1110526315789474, ""EV_p10"": -0.2166340508564743, ""P_EV_gt_0"": 0.0802, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,,,,,,,,
3088011,2026-09-21,2026-09-21T15:00:00+08:00,2026-09-21T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.658,6.673,False,True,4988c76166deb318bbd1,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""韩国女足(中)"", ""away_team"": ""朝鲜女足"", ""competition"": ""亚运女足"", ""home_handicap_signed"": -1.5, ""away_handicap_signed"": 1.5, ""home_water_hk"": 0.81, ""away_water_hk"": 0.89, ""titan_home_handicap_signed"": -1.5, ""titan_away_handicap_signed"": 1.5, ""giving_team"": ""朝鲜女足"", ""receiving_team"": ""韩国女足(中)"", ""giving_water"": 0.89, ""receiving_water"": 0.81, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",亚运女足,FROZEN_PREMATCH_DECISION,C,,"[""STARTED_DECISION_LOCKED""]",8e1d60d8599ad16188ec,True,False,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,朝鲜女足,0.89,1.5,韩国女足(中),receiving,0.81,朝鲜女足,giving,-1.5,0.89,"{""W"": 0.59375, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.40625}",0.1221875,-0.15988281543360833,-0.09597791513164539,0.12665789639644498,0.3286813444167792,0.3830537054842021,0.7732,"{""team"": ""朝鲜女足"", ""water"": 0.89, ""EV_mean"": 0.1221875, ""EV_p10"": -0.09371176573539247, ""P_EV_gt_0"": 0.77, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""韩国女足(中)"", ""water"": 0.81, ""EV_mean"": -0.26468749999999996, ""EV_p10"": -0.4562508936109312, ""P_EV_gt_0"": 0.0482, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,,,,,,,,
3088016,2026-09-21,2026-09-21T15:00:00+08:00,2026-09-21T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.658,6.673,False,True,93edeb8e53dc1d6ee926,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""中国女足(中)"", ""away_team"": ""菲律宾女足"", ""competition"": ""亚运女足"", ""home_handicap_signed"": 1.75, ""away_handicap_signed"": -1.75, ""home_water_hk"": 0.5, ""away_water_hk"": 1.25, ""titan_home_handicap_signed"": 1.75, ""titan_away_handicap_signed"": -1.75, ""giving_team"": ""中国女足(中)"", ""receiving_team"": ""菲律宾女足"", ""giving_water"": 0.5, ""receiving_water"": 1.25, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",亚运女足,FROZEN_PREMATCH_DECISION,C,,"[""STARTED_DECISION_LOCKED""]",c5af82299caa52a1a3c2,True,False,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,菲律宾女足,1.25,1.75,中国女足(中),giving,0.5,菲律宾女足,receiving,1.75,1.25,"{""W"": 0.4, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.2857142857142857, ""L"": 0.3142857142857143}",0.04285714285714287,-0.2302455117849463,-0.17545734846241923,0.04537103793692948,0.26960391905328485,0.324851851454518,0.6042,"{""team"": ""中国女足(中)"", ""water"": 0.5, ""EV_mean"": -0.17142857142857146, ""EV_p10"": -0.3205695620731014, ""P_EV_gt_0"": 0.065, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""菲律宾女足"", ""water"": 1.25, ""EV_mean"": 0.04285714285714287, ""EV_p10"": -0.17492429060492073, ""P_EV_gt_0"": 0.596, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,,,,,,,,
3088017,2026-09-21,2026-09-21T15:00:00+08:00,2026-09-21T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.658,6.673,False,True,933ac90a9e64ab277404,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""乌兹别克斯坦女足(中)"", ""away_team"": ""中国香港女足"", ""competition"": ""亚运女足"", ""home_handicap_signed"": 1.75, ""away_handicap_signed"": -1.75, ""home_water_hk"": 0.8, ""away_water_hk"": 0.9, ""titan_home_handicap_signed"": 1.75, ""titan_away_handicap_signed"": -1.75, ""giving_team"": ""乌兹别克斯坦女足(中)"", ""receiving_team"": ""中国香港女足"", ""giving_water"": 0.8, ""receiving_water"": 0.9, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",亚运女足,FROZEN_PREMATCH_DECISION,N,,"[""STARTED_DECISION_LOCKED""]",6c8f1d2ddf8a27ca1d67,True,False,真实示强/阻上,MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE,giving,乌兹别克斯坦女足(中),0.8,1.75,中国香港女足,receiving,0.9,乌兹别克斯坦女足(中),giving,-1.75,0.8,"{""W"": 0.3142857142857143, ""HW"": 0.2857142857142857, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4}",-0.03428571428571431,-0.2577521519106268,-0.20947956432468606,-0.03369608056513956,0.14189132947277788,0.18732028041664261,0.4002,"{""team"": ""乌兹别克斯坦女足(中)"", ""water"": 0.8, ""EV_mean"": -0.03428571428571431, ""EV_p10"": -0.20816593153871088, ""P_EV_gt_0"": 0.3964, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""中国香港女足"", ""water"": 0.9, ""EV_mean"": -0.09714285714285709, ""EV_p10"": -0.27541375454663897, ""P_EV_gt_0"": 0.2392, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,,,,,,,,
3089768,2026-09-21,2026-09-21T15:00:00+08:00,2026-09-21T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,6.658,6.673,False,False,f737dd2f4a3a4e0348e2,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""斐济"", ""away_team"": ""瓦努阿图"", ""competition"": ""首相杯"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",首相杯,NOT_PREMATCH,,,"[""STARTED_DECISION_LOCKED""]",74c90231d6132b3e18f7,True,False,平衡盘/等待临场确认,,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089001,2026-09-21,2026-09-21T19:00:00+08:00,2026-09-21T19:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,10.658,10.673,False,False,ef37d1a2dc13e66d21a2,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""西部科布多"", ""away_team"": ""伊尔赤姆"", ""competition"": ""蒙古超"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",蒙古超,MISSING_DATA,,,"[""STARTED_DECISION_LOCKED""]",4f79fb4da8fa7667fb18,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093719,2026-09-21,2026-09-21T16:00:00+08:00,2026-09-21T16:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_161540,2026-09-21T16:16:51.427975+08:00,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,0.02,-0.281,-0.261,False,False,,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T16:16:51.427975+08:00"", ""home_team"": ""鲁根FC"", ""away_team"": ""哈尔足球俱乐部"", ""competition"": ""印班超"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T16:15:41+08:00"", ""last_confirmed_at"": ""2026-09-21T16:15:41+08:00"", ""run_id"": ""RUN_20260921_161540""}",印班超,NOT_PREMATCH,,,"[""MATCH_NOT_PREMATCH""]",ef450dbe2c68d72ce828,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093724,2026-09-21,2026-09-21T16:00:00+08:00,2026-09-21T16:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_161540,2026-09-21T16:16:51.427975+08:00,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,0.02,-0.281,-0.261,False,False,,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T16:16:51.427975+08:00"", ""home_team"": ""普里斯堤纳U19"", ""away_team"": ""特雷普查89 U19"", ""competition"": ""科索U19"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T16:15:41+08:00"", ""last_confirmed_at"": ""2026-09-21T16:15:41+08:00"", ""run_id"": ""RUN_20260921_161540""}",科索U19,NOT_PREMATCH,,,"[""MATCH_NOT_PREMATCH""]",0f6b3a308d0732f32c2e,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093117,2026-09-21,2026-09-21T11:00:00+08:00,2026-09-21T11:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260921_081936,2026-09-21T08:20:31.444281+08:00,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,0.015,2.658,2.673,False,False,1525809e9aad3429ee49,,prior-2026-09-21-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-21T08:20:31.444281+08:00"", ""home_team"": ""新潟特选队U17"", ""away_team"": ""缅甸U17"", ""competition"": ""国际友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-21T08:19:36+08:00"", ""last_confirmed_at"": ""2026-09-21T08:19:36+08:00"", ""run_id"": ""RUN_20260921_081936""}",国际友谊,NOT_PREMATCH,,,"[""STARTED_DECISION_LOCKED""]",54edf5fefab79eefef2d,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
